id	名称	描述	购买价格	价格类型	操作类型	跳转界面	按钮文本	icon路径	海报路径	原价	所属分页	购买次数	包含道具	是否是宝石	是否在包裹中显示	购买结束时间	orderId	开启等级	是否含保底奖励	物品品质	批量开启
3500087	双十一白金补给包	双十一白金补给包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	192	0	0	2	0
3500088	双十一黄金补给包	双十一黄金补给包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	193	0	0	2	0
3500089	双十一特价潜能药剂包	双十一特价潜能药剂包，内含大量潜能药剂，限购1次，点击图标可预览内容。	1111	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	5000	0	0	61001:1502001:2222	0	2	0	194	0	0	1	0
3500090	双十一特价粘合剂包	双十一特价粘合剂包，内含粘合剂和奥义孔碎片，限购1次，点击图标可预览内容。	1111	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	5000	0	0	61001:1101017:1,61001:1101016:2	0	2	0	195	0	0	2	0
3500091	双十一特价海神药水包	双十一特价海神药水包，内含海神药水和青铜材料，限购1次，点击图标可预览内容。	1111	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	6000	0	0	61001:2506002:11,61001:1509001:11	0	2	0	196	0	0	2	0
3500092	APP周年庆特制礼包	APP周年庆特制礼包，包含大量潜能药剂、海神药水、砂之石，限购1次，点击图标可预览内容。	1599	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8000	0	0	61001:1502001:2500,61001:2506002:5,61001:2505006:2	0	2	0	197	0	0	1	0
3500093	感恩节大礼包	感恩节大礼包，内含大量潜能药剂、远古秘宝、A级装备碎片等，限购1次，点击图标可预览补给包内容。	1499	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7500	0	0	61001:1502001:2000,61001:3003001:40,61001:5003001:10	0	2	0	198	0	0	1	0
3500094	震震果实礼包	震震果实礼包，内含大量潜能药剂、震震果实种子，限购1次，点击图标可预览补给包内容。	1299	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7000	0	0	61001:1502001:1000,82001:10001:5	0	2	0	199	0	0	1	0
3500095	双十二礼包	双十二礼包，包含大量潜能药剂等、魔力药剂、青铜材料，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:1101018:2,61001:1509001:5	0	2	0	200	0	0	1	0
3500096	双十二特价潜能药剂包	双十二特价潜能药剂包，内含大量潜能药剂，限购1次，点击图标可预览内容。	1111	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	5000	0	0	61001:1502001:2222	0	2	0	201	0	0	1	0
3500097	双十二特价粘合剂包	双十二特价粘合剂包，内含粘合剂和奥义孔碎片，限购1次，点击图标可预览内容。	1111	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	5000	0	0	61001:1101017:1,61001:1101016:2	0	2	0	202	0	0	2	0
3500098	双十二特价海神药水包	双十二特价海神药水包，内含海神药水和青铜材料，限购1次，点击图标可预览内容。	1111	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	6000	0	0	61001:2506002:11,61001:1509001:11	0	2	0	203	0	0	2	0
3500099	圣诞节礼包	圣诞节礼包，包含大量潜能药剂、魔力药剂、青铜材料等，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:1101018:2,61001:1509001:5	0	2	0	204	0	0	1	0
3500100	元旦礼包	元旦礼包，包含大量潜能药剂、魔力药剂、青铜材料等，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:1101018:2,61001:1509001:5	0	2	0	205	0	0	1	0
3500101	新世界礼包	新世界礼包，包含大量潜能药剂、魔力药剂、青铜材料等，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:1101018:2,61001:1509001:5	0	2	0	206	0	0	1	0
3500102	腊八礼包	腊八礼包，包含大量潜能药剂、重生至宝，限购1次，点击图标可预览内容。	1499	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7500	0	0	61001:1502001:2000,61001:3003004:50	0	2	0	207	0	0	1	0
3500103	新版本礼包	新版本礼包，包含大量潜能药剂、装备精华、装备进化石、高级霸体，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2000,61001:2507001:50,61001:2507002:5,64001:100005:1	0	2	0	208	0	0	1	0
3500104	新年大礼包	新版本礼包，包含大量潜能药剂、重生至宝、高级嗜血，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:3003004:50,64001:100007:1	0	2	0	209	0	0	1	0
3500105	双节礼包	双节礼包，包含大量潜能药剂、重生至宝、高级嗜血，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:3003004:50,64001:100007:1	0	2	0	210	0	0	1	0
3500106	踏青礼包	踏青礼包，包含大量潜能药剂、重生至宝、高级嗜血，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:3003004:50,64001:100007:1	0	2	0	211	0	0	1	0
3500107	清明礼包	清明礼包，包含大量潜能药剂、装备精华、装备进化石、高级霸体，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2000,61001:2507001:50,61001:2507002:5,64001:100005:1	0	2	0	212	0	0	1	0
3501001	VIP1尊享礼包	只能购买一次，点击图标可预览礼包内容。	18	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	48	2	1	11001:1002:10000,61001:3002001:2,61001:3002002:2	0	2	0	213	0	0	4	0
3501002	VIP2尊享礼包	只能购买一次，点击图标可预览礼包内容。	148	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	248	2	1	11001:1002:50000,61001:3002001:5,61001:3002002:5,41003:69:2	0	2	0	214	0	0	4	0
3501003	VIP3尊享礼包	只能购买一次，点击图标可预览礼包内容。	198	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	480	2	1	11001:1002:100000,61001:3002001:10,61001:3002002:10,41002:34:1,61001:1502001:50	0	2	0	215	0	0	4	0
3501004	VIP4尊享礼包	只能购买一次，点击图标可预览礼包内容。	568	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	880	2	1	11001:1002:200000,41001:22:1,61001:3001003:10,61001:3002003:10	0	2	0	216	0	0	4	0
3501005	VIP5尊享礼包	只能购买一次，点击图标可预览礼包内容。	1298	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	1980	2	1	11001:1002:500000,61001:1502001:300,53002:78:1,61001:2503001:5	0	2	0	217	0	0	3	0
3501006	VIP6尊享礼包	只能购买一次，点击图标可预览礼包内容。	1498	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	2980	2	1	11001:1002:800000,61001:1502001:500,52002:49:1,61001:3001003:25,61001:3002003:25	0	2	0	218	0	0	3	0
3501007	VIP7尊享礼包	只能购买一次，点击图标可预览礼包内容。	3998	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	4990	2	1	11001:1002:1000000,61001:1502001:800,51002:17:1,61001:1503002:5	0	2	0	219	0	0	3	0
3501008	VIP8尊享礼包	只能购买一次，点击图标可预览礼包内容。	7998	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	9990	2	1	11001:1002:2000000,61001:1502001:1000,52002:48:1,61001:3001004:30,61001:3002004:30	0	2	0	220	0	0	2	0
3501009	VIP9尊享礼包	只能购买一次，点击图标可预览礼包内容。	10000	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	2	1	51001:3:1,53001:77:1,61001:3001004:50,61001:3002004:50,61001:1502001:1000	0	2	0	221	0	0	2	0
3501010	VIP10尊享礼包	只能购买一次，点击图标可预览礼包内容。	20000	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	2	1	53001:70:1,61001:3001004:50,61001:3002004:50,61001:1502001:2000	0	2	0	222	0	0	2	0
3501011	VIP11尊享礼包	只能购买一次，点击图标可预览礼包内容。	40000	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	2	1	53001:67:1,51001:93:1,52001:42:1,61001:4006001:10,61001:1502001:5000	0	2	0	223	0	0	1	0
3501012	VIP12尊享礼包	只能购买一次，点击图标可预览礼包内容。	80000	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	2	1	41001:19:1,51001:4:1,53001:69:1,52001:41:1,61001:1502001:5000,61001:1101006:15,61001:1101007:15,61001:4006001:50	0	2	0	224	0	0	1	0
3501013	VIP13尊享礼包	只能购买一次，点击图标可预览礼包内容。	160000	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	2	1	41001:24:1,51001:2:1,52001:39:1,53001:68:1,61001:1502001:50000,61001:1101006:25,61001:1101007:25,61001:4006001:100	0	2	0	225	0	0	1	0
3502001	优惠礼包	只能购买一次，里面包含空白海盗旗x1、海鲜饭x1，贝里x100000，仅售10钻石。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	2	1	61001:1101001:1,61001:2501001:1,11001:1002:100000	0	2	0	226	0	0	1	0
3503001	新手礼包	驶向伟大航路吧！打开后获得贝里、奥义、各类药剂。	0	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	0	0	0	11001:1002:20000,53004:89:1,41002:38:1,61001:1503002:1,61001:1101007:1	0	2	0	227	0	0	3	0
3504001	首充礼包	包含千万钻石千万贝里，影贝七级宝石1W培养丹	0	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	0	0	0	11001:1001:200000,61001:2501001:100,61001:2502001:100,61001:5003001:300,61001:5001071:1,61001:5001072:1,61001:5001073:1,52001:4:1,52001:38:1,52001:68:1,41001:16:1	0	2	0	228	0	0	2	0
3505001	邀请礼包	包含奥义与若干贝里，助您渡过新手期	0	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	0	0	0	11001:1002:20000,41003:50:2	0	2	0	229	0	0	2	0
3506001	起航礼包	包含十万贝里，若干钥匙、高级传承药剂、挑战书	0	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	0	0	0	11001:1002:100000,61001:3002004:5,61001:3002003:5,61001:1503002:1,61001:2503001:5	0	2	0	230	0	0	3	0
3507001	女帝的首饰盒	女帝的首饰盒，内含金蛇耳环，若干贝里	0	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	0	0	0	53002:75:1,61001:1502001:150	0	2	0	231	0	0	1	0
3508001	初级活力值宝箱	达到一定活力值可领取该礼包	99999	2	2	PackPreview.ccb	开启	itemposter/poster_item_GiftBag01.png	itemposter/poster_item_GiftBag01.png	99999	0	0	11001:1002:10000,61001:1502001:100	0	2	0	232	0	0	4	0
3508002	中级活力值宝箱	达到一定活力值可领取该礼包	99999	2	2	PackPreview.ccb	开启	itemposter/poster_item_GiftBag02.png	itemposter/poster_item_GiftBag02.png	99999	0	0	11001:1002:20000,61001:1502001:200	0	2	0	233	0	0	3	0
3508003	高级活力值宝箱	达到一定活力值可领取该礼包	99999	2	2	PackPreview.ccb	开启	itemposter/poster_item_GiftBag03.png	itemposter/poster_item_GiftBag03.png	99999	0	0	11001:1002:50000,61001:1502001:300	0	2	0	234	0	0	2	0
3508004	超级活力值宝箱	达到一定活力值可领取该礼包	99999	2	2	PackPreview.ccb	开启	itemposter/poster_item_GiftBag04.png	itemposter/poster_item_GiftBag04.png	99999	0	0	11001:1002:100000,61001:1502001:500	0	2	0	235	0	0	1	0
3509001	中秋至尊礼包	中秋限定至尊级礼包，点击图标可预览礼包内容	999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan1.png	itemposter/poster_item_duihuan1.png	0	0	0	32001:17:1,41001:23:1,11001:1002:10000000	0	2	0	236	0	0	1	0
3509002	中秋典藏礼包	中秋限定典藏级礼包，点击图标可预览礼包内容	999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	0	0	0	41001:14:1,41002:30:1,11001:1002:1000000	0	2	0	237	0	0	1	0
3509003	中秋精品礼包	中秋限定精品级礼包，点击图标可预览礼包内容	999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan3.png	itemposter/poster_item_duihuan3.png	0	0	0	41001:6:1,41002:27:1,11001:1002:100000	0	2	0	238	0	0	1	0
3509004	海军大将补给包	海军大将补给包，活动期间限购1次，点击图标预览内容。	1588	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	2500	0	0	61001:1502001:500,61001:1503002:1,61001:2501001:5	0	2	0	239	0	0	2	0
3509005	海军元帅补给包	海军元帅补给包，活动期间限购1次，点击图标预览内容。	3088	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan1.png	itemposter/poster_item_duihuan1.png	5000	0	0	41002:33:1,61001:1502001:1000,61001:1503002:1,61001:2501001:5	0	2	0	240	0	0	1	0
3509006	海军士兵补给包	海军士兵补给包，活动期间每天限购1次，点击图标预览内容。	250	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan3.png	itemposter/poster_item_duihuan3.png	500	0	0	11001:1002:100000,61001:3001003:10,61001:3002003:10,61001:1502001:50	0	2	0	241	0	0	3	0
3510001	精英关卡一奖励礼包	精英关卡第一章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:2	0	2	0	242	0	0	4	0
3510002	精英关卡二奖励礼包	精英关卡第二章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:2	0	2	0	243	0	0	4	0
3510003	精英关卡三奖励礼包	精英关卡第三章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:2	0	2	0	244	0	0	4	0
3510004	精英关卡四奖励礼包	精英关卡第四章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:2	0	2	0	245	0	0	4	0
3510005	精英关卡五奖励礼包	精英关卡第五章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:3	0	2	0	246	0	0	4	0
3510006	精英关卡六奖励礼包	精英关卡第六章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:3	0	2	0	247	0	0	3	0
3510007	精英关卡七奖励礼包	精英关卡第七章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:3	0	2	0	248	0	0	3	0
3510008	精英关卡八奖励礼包	精英关卡第八章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:3	0	2	0	249	0	0	3	0
3510009	精英关卡九奖励礼包	精英关卡第九章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:3	0	2	0	250	0	0	3	0
3510010	精英关卡十奖励礼包	精英关卡第十章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:5	0	2	0	251	0	0	3	0
3510011	精英关卡十一奖励礼包	精英关卡第十一章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:5	0	2	0	252	0	0	2	0
3510012	精英关卡十二奖励礼包	精英关卡第十二章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:5	0	2	0	253	0	0	2	0
3510013	精英关卡十三奖励礼包	精英关卡第十三章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:5	0	2	0	254	0	0	2	0
3510014	精英关卡十四奖励礼包	精英关卡第十四章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	255	0	0	2	0
3510015	精英关卡十五奖励礼包	精英关卡第十五章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	256	0	0	2	0
3510016	精英关卡十六奖励礼包	精英关卡第十六章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	257	0	0	1	0
3510017	精英关卡十七奖励礼包	精英关卡第十七章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	258	0	0	1	0
3510018	精英关卡十八奖励礼包	精英关卡第十八章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	259	0	0	1	0
3510019	精英关卡十九奖励礼包	精英关卡第十九章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	260	0	0	1	0
3510020	精英关卡二十奖励礼包	精英关卡第二十章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	261	0	0	1	0
3510021	精英关卡二十一奖励礼包	精英关卡第二十一章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	262	0	0	1	0
3510022	精英关卡二十二奖励礼包	精英关卡第二十二章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	263	0	0	1	0
3510023	精英关卡二十三奖励礼包	精英关卡第二十三章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:1000,61001:1101015:10	0	2	0	264	0	0	1	0
3510024	精英关卡二十四奖励礼包	精英关卡第二十四章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:3000,61001:1101015:20	0	2	0	265	0	0	1	0
3510025	精英关卡二十五奖励礼包	精英关卡第二十五章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:3000,61001:1101015:20	0	2	0	266	0	0	1	0
3510026	精英关卡二十六奖励礼包	精英关卡第二十六章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:3000,61001:1101015:20	0	2	0	267	0	0	1	0
3510027	精英关卡二十七奖励礼包	精英关卡第二十七章通关礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	61001:1502001:3000,61001:1101015:20	0	2	0	268	0	0	1	0
3520001	好友邀请十五级礼包	好友邀请十五级礼包	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	11001:1001:50,61001:1502001:100	0	2	0	269	15	0	1	0
3521001	新锐回馈礼包	新锐回馈礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	0	0	0	11001:1001:500,11001:1002:15000000,61001:1502001:500,61001:4003001:10,51002:9:1,61001:2501001:3	0	2	0	270	0	0	3	0
3521002	银白回馈礼包	银白回馈礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	0	0	0	11001:1001:750,11001:1002:45000000,61001:1502001:1000,61001:4003001:10,81001:3:1,61001:2501001:3	0	2	0	271	0	0	2	0
3521003	黄金回馈礼包	黄金回馈礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	0	0	0	11001:1001:1000,11001:1002:80000000,61001:1502001:1500,61001:4003001:15,61001:1101007:1,61001:2501001:3	0	2	0	272	0	0	1	0
3521004	白金回馈礼包	白金回馈礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	0	0	0	11001:1001:1000,11001:1002:150000000,61001:1502001:2000,61001:4003001:15,61001:1101007:1,61001:1101003:10	0	2	0	273	0	0	1	0
3530001	普通竞技礼包	斗牛竞技场普通竞技礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_douniubaoxiang1.png	itemposter/poster_item_douniubaoxiang1.png	0	0	0	61001:1502001:20,61001:1509001:1	0	2	0	274	0	0	1	0
3530002	青铜竞技礼包	斗牛竞技场青铜竞技礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_douniubaoxiang2.png	itemposter/poster_item_douniubaoxiang2.png	0	0	0	61001:1502001:50,61001:1509001:2	0	2	0	275	0	0	1	0
3530003	白银竞技礼包	斗牛竞技场白银竞技礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_douniubaoxiang3.png	itemposter/poster_item_douniubaoxiang3.png	0	0	0	61001:1502001:80,61001:1509002:1	0	2	0	276	0	0	1	0
3530004	黄金竞技礼包	斗牛竞技场黄金竞技礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_douniubaoxiang4.png	itemposter/poster_item_douniubaoxiang4.png	0	0	0	61001:1502001:120,61001:1509002:2	0	2	0	277	0	0	1	0
3530005	钻石竞技礼包	斗牛竞技场钻石竞技礼包，点击图标预览内容。	99999999	2	2	PackPreview.ccb	开启	itemposter/poster_item_douniubaoxiang5.png	itemposter/poster_item_douniubaoxiang5.png	0	0	0	61001:1502001:200,61001:1509003:1	0	2	0	278	0	0	1	0
3609001	兑换碎片A	高级兑换道具，主要用于兑换活动奖励，活动到期后道具失效并消失	999999	2	0	none	none	itemposter/poster_item_duihuanSP1.png	itemposter/poster_item_duihuanSP1.png	0	0	0	none	0	4	0	279	0	0	2	0
3609002	兑换碎片B	中级兑换道具，主要用于兑换活动奖励，活动到期后道具失效并消失	999999	2	0	none	none	itemposter/poster_item_duihuanSP2.png	itemposter/poster_item_duihuanSP2.png	0	0	0	none	0	4	0	280	0	0	2	0
3609003	兑换碎片C	低级兑换道具，主要用于兑换活动奖励，活动到期后道具失效并消失	999999	2	0	none	none	itemposter/poster_item_duihuanSP3.png	itemposter/poster_item_duihuanSP3.png	0	0	0	none	0	4	0	281	0	0	2	0
3609004	关卡钻石包	内含20钻石，点击图标预览内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	0	0	0	11001:1001:20	0	2	0	270	0	0	3	0
3609005	女神元旦专用礼包	女神元旦专用礼包，内含1个船精魄、１０个影贝和２０个海神药水，５个进化石，１个万雷，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1101006:1,61001:4006001:10,61001:2506002:20,61001:2507002:5,41001:21:1	0	2	0	117	0	0	2	0
3609006	女神新年专用礼包	女神新年专用礼包，内含影贝5个  进化石1个  重生药剂5个  贝利888W 冥王结晶1个，限购1次，点击图标可预览补给包内容	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:2507002:1,61001:4006001:5,61001:1101015:5,61001:2508003:1,11001:1002:8888888	0	2	0	117	0	0	5	0
4001001	mini抽奖券	可在18183论坛梦想海贼王专区参加活动，赢取mini	99999	2	0	none	none	mainScene/ipadmini.png	mainScene/ipadmini.png	0	0	0	none	0	0	0	282	0	0	1	0
4001002	话费抽奖券	可在18183论坛梦想海贼王专区参加活动，赢取手机充值话费卡	99999	2	0	none	none	mainScene/10yuan.png	mainScene/10yuan.png	0	0	0	none	0	0	0	283	0	0	1	0
4001003	团队兑换券	等级达到20级和30级时，联系游戏管理员，分别领取C级饰品和A级武器	99999	2	0	none	none	itemposter/poster_item_viplibao.png	itemposter/poster_item_viplibao.png	0	0	0	none	0	0	0	284	0	0	1	0
