ID	果实ID	等级	升级经验	吞噬经验转换百分比	售价	已解锁孔数	已解锁属性加成	已解锁技能ID	身价
2660003	266	3	192000	100	3153600	6	16,32,49	0	6092
2660004	266	4	384000	100	6307200	6	16,32,49,66	0	7357
2660005	266	5	768000	100	12614500	6	16,32,49,66,83	0	8622
2660006	266	6	1680000	100	12614500	6	16,32,49,66,83,102	0	8622
2670001	267	1	48000	100	147800	6	17	0	4124
2670002	267	2	96000	100	1576800	6	17,34	0	5249
2670003	267	3	192000	100	3153600	6	17,34,51	0	6514
2670004	267	4	384000	100	6307200	6	17,34,51,69	0	7779
2670005	267	5	768000	100	12614500	6	17,34,51,69,88	0	9184
2670006	267	6	1680000	100	12614500	6	17,34,51,69,88,108	0	9184
2680001	268	1	48000	100	147800	6	15	0	3843
2680002	268	2	96000	100	1576800	6	15,31	0	4827
2680003	268	3	192000	100	3153600	6	15,31,48	0	5952
2680004	268	4	384000	100	6307200	6	15,31,48,65	0	7217
2680005	268	5	768000	100	12614500	6	15,31,48,65,82	0	8622
2680006	268	6	1680000	100	12614500	6	15,31,48,65,82,100	0	8622
2690001	269	1	48000	100	147800	6	17	0	4124
2690002	269	2	96000	100	1576800	6	17,34	0	5249
2690003	269	3	192000	100	3153600	6	17,34,52	0	6514
2690004	269	4	384000	100	6307200	6	17,34,52,71	0	7779
2690005	269	5	768000	100	12614500	6	17,34,52,71,90	0	9184
2690006	269	6	1680000	100	12614500	6	17,34,52,71,90,110	0	9184
2700001	270	1	48000	100	147800	6	17	0	4124
2700002	270	2	96000	100	1576800	6	17,34	0	5249
2700003	270	3	192000	100	3153600	6	17,34,52	0	6514
2700004	270	4	384000	100	6307200	6	17,34,52,71	0	7779
2700005	270	5	768000	100	12614500	6	17,34,52,71,90	0	9184
2700006	270	6	1680000	100	12614500	6	17,34,52,71,90,110	0	9184
