ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	TitleIcon图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效	orderId
15063	秘密海军	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi1.png	topmembers/tophead_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	battleperson/poster_battle_heiyi1.png	fightNormalAttack.mp3	0
15064	秘密海军	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi1.png	topmembers/tophead_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	battleperson/poster_battle_heiyi1.png	fightNormalAttack.mp3	0
15065	秘密海军	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi1.png	topmembers/tophead_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	battleperson/poster_battle_heiyi1.png	fightNormalAttack.mp3	0
15066	秘密海军	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi1.png	topmembers/tophead_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	battleperson/poster_battle_heiyi1.png	fightNormalAttack.mp3	0
15067	秘密海军	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi1.png	topmembers/tophead_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	battleperson/poster_battle_heiyi1.png	fightNormalAttack.mp3	0
15068	秘密海军	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi1.png	topmembers/tophead_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	battleperson/poster_battle_heiyi1.png	fightNormalAttack.mp3	0
15071	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15072	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15073	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15074	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15075	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15076	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15077	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15078	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15081	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15082	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15083	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15084	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15085	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15086	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15087	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15088	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15091	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15092	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15093	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15094	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15095	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15096	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15097	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15098	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15101	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15102	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15103	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15104	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15105	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15106	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15107	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15108	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15111	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15112	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15113	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15114	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15115	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15116	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15117	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15118	秘密海军2	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15121	N瓦杰	3	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_wajie.png	topmembers/tophead_char_wajie.png	person/poster_char_wajie.png	none	none	battleperson/poster_battle_wajie.png	sound/man05.mp3	0
15122	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15123	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15124	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15125	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15126	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15127	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15128	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15131	N奈罗	3	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_nailuo.png	topmembers/tophead_char_nailuo.png	person/poster_char_nailuo.png	none	none	battleperson/poster_battle_nailuo.png	sound/man04.mp3	0
15132	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15133	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15134	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15135	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15136	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15137	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15138	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15141	N卡库	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_kaku.png	topmembers/tophead_char_kaku.png	person/poster_char_kaku.png	none	none	battleperson/poster_battle_kaku.png	sound/man05.mp3	0
15142	N奈罗	3	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_nailuo.png	topmembers/tophead_char_nailuo.png	person/poster_char_nailuo.png	none	none	battleperson/poster_battle_nailuo.png	sound/man04.mp3	0
15143	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15144	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15145	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15146	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15147	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15148	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15151	N卡莉法	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_kalifa.png	topmembers/tophead_char_kalifa.png	person/poster_char_kalifa.png	none	none	battleperson/poster_battle_kalifa.png	sound/girl03.mp3	0
15152	N卡库	2	1	0	77	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_kaku.png	topmembers/tophead_char_kaku.png	person/poster_char_kaku.png	none	none	battleperson/poster_battle_kaku.png	sound/man05.mp3	0
15153	N奈罗	3	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_nailuo.png	topmembers/tophead_char_nailuo.png	person/poster_char_nailuo.png	none	none	battleperson/poster_battle_nailuo.png	sound/man04.mp3	0
15154	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15155	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15156	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15157	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15158	秘密海军2	4	1	0	70	8	6	2	4	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15161	N布鲁诺	2	1	0	77	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_bulunuo.png	topmembers/tophead_char_bulunuo.png	person/poster_char_bulunuo.png	none	none	battleperson/poster_battle_bulunuo.png	sound/man07.mp3	0
15162	N卡库	2	1	0	77	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_kaku.png	topmembers/tophead_char_kaku.png	person/poster_char_kaku.png	none	none	battleperson/poster_battle_kaku.png	sound/man05.mp3	0
15163	N卡莉法	2	1	0	77	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_kalifa.png	topmembers/tophead_char_kalifa.png	person/poster_char_kalifa.png	none	none	battleperson/poster_battle_kalifa.png	sound/girl03.mp3	0
15164	秘密海军2	4	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15165	秘密海军2	4	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15166	秘密海军2	4	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15167	秘密海军2	4	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
15168	秘密海军2	4	1	0	70	8	6	3	5	0	0	0	0	0	0	0	0	members/head_char_heiyi2.png	topmembers/tophead_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	battleperson/poster_battle_heiyi2.png	fightNormalAttack.mp3	0
16011	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16012	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16013	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16014	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16015	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16016	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16017	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16018	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16021	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16022	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16023	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16024	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16025	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16026	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16027	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16028	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16031	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16032	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16033	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16034	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16035	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16036	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
16037	看门守卫	4	1	0	70	7	5	2	4	0	0	0	0	0	0	0	0	members/head_char_haijun3.png	topmembers/tophead_char_haijun3.png	person/poster_char_haijun3.png	none	none	battleperson/poster_battle_haijun3.png	fightNormalAttack.mp3	0
